re_fraction,size_MW,storage_kg,LCOH,LCOH_credits,LCOH_capex,LCOH_opex,LCOH_elec,NPV_M,IRR,payback,CAPEX_M,H2_total_t,H2_annual_t,SEC,CF,op_hours,replacements,curtailment,cycles,demand_total_t,unmet_demand_t,unmet_demand_pct,demand_met_pct
0.6,50,24000,10.48279681600045,10.48279681600045,6.142746430274238,0.8610332296134399,3.361425813585479,-81.92529876918032,-16.178656635264865,inf,91.597,26131.395660654533,1742.0930440436355,52.62641582004308,0.34554794520547943,45405.0,0,0.00668880888869195,7140,31722.298177317723,7612.368986753738,23.99690257056086,76.00309742943914
0.8,5,2000,3.9138574559825816,3.9138574559825816,1.1625630727617062,0.16993682207560812,2.796037568565542,6.875090255133512,19.739172657664746,5.0,8.7835,13240.214642821391,882.6809761880927,45.1705637417713,0.8615296803652968,113205.0,1,0.7697811643323732,1577,31722.29817731773,18745.88782735277,59.093725563542456,40.906274436457544
0.8,5,4000,4.162822121533304,4.162822121533304,1.4115277383124285,0.16993682207560812,2.796037568565542,4.949528501764592,15.212688232922481,6.0,10.6645,13240.214642821391,882.6809761880927,45.1705637417713,0.8615296803652968,113205.0,1,0.7697811643323732,1577,31722.29817731773,18744.88782735277,59.09057320681719,40.90942679318281
0.8,5,6000,4.411786787084027,4.411786787084027,1.6604924038631508,0.16993682207560812,2.796037568565542,3.0239667483956723,11.867622501596516,7.0,12.5455,13240.214642821391,882.6809761880927,45.1705637417713,0.8615296803652968,113205.0,1,0.7697811643323732,1577,31722.29817731773,18743.88782735277,59.08742085009193,40.91257914990807
0.8,5,8000,4.6607514526347495,4.6607514526347495,1.9094570694138735,0.16993682207560812,2.796037568565542,1.0984049950267496,9.257435269889747,8.0,14.4265,13240.214642821391,882.6809761880927,45.1705637417713,0.8615296803652968,113205.0,1,0.7697811643323732,1577,31722.29817731773,18742.88782735277,59.084268493366665,40.915731506633335
0.8,5,10000,4.909716118185471,4.909716118185471,2.1584217349645956,0.16993682207560812,2.796037568565542,-0.8271567583421721,7.14007935225172,9.0,16.3075,13240.214642821391,882.6809761880927,45.1705637417713,0.8615296803652968,113205.0,1,0.7697811643323732,1577,31722.29817731773,18741.88782735277,59.08111613664141,40.91888386335859
0.8,5,12000,5.158680783736194,5.158680783736194,2.4073864005153176,0.16993682207560812,2.796037568565542,-2.7527185117110946,5.372095393090275,11.0,18.1885,13240.214642821391,882.6809761880927,45.1705637417713,0.8615296803652968,113205.0,1,0.7697811643323732,1577,31722.29817731773,18740.88782735277,59.07796377991615,40.92203622008385
0.8,5,15000,5.532127782062276,5.532127782062276,2.7808333988414016,0.16993682207560812,2.796037568565542,-5.6410611417644745,3.184870858618295,12.0,21.01,13240.214642821391,882.6809761880927,45.1705637417713,0.8615296803652968,113205.0,1,0.7697811643323732,1577,31722.29817731773,18739.38782735277,59.07323524482826,40.92676475517174
0.8,5,18000,5.905574780388361,5.905574780388361,3.154280397167485,0.16993682207560812,2.796037568565542,-8.52940377181786,1.3941183987894508,14.0,23.8315,13240.214642821391,882.6809761880927,45.1705637417713,0.8615296803652968,113205.0,1,0.7697811643323732,1577,31722.29817731773,18737.88782735277,59.06850670974036,40.93149329025964
0.8,5,21000,6.279021778714443,6.279021778714443,3.527727395493568,0.16993682207560812,2.796037568565542,-11.417746401871238,-0.11393519769310202,inf,26.653,13240.214642821391,882.6809761880927,45.1705637417713,0.8615296803652968,113205.0,1,0.7697811643323732,1577,31722.29817731773,18736.38782735277,59.06377817465247,40.93622182534753
0.8,5,24000,6.652468777040528,6.652468777040528,3.901174393819652,0.16993682207560812,2.796037568565542,-14.30608903192462,-1.4116084174060335,inf,29.4745,13240.214642821391,882.6809761880927,45.1705637417713,0.8615296803652968,113205.0,1,0.7697811643323732,1577,31722.29817731773,18734.88782735277,59.059049639564584,40.940950360435416
